20.35	0
28.025	0
35.125	0
40.7	0
47.425	0
54	0
60.475	0
66.925	0
73.275	0
79.4	0
84	0
89.05	0
93.35	0
99.225	0
103.825	0
108.225	0
113.45	0
117.55	0
122.925	0
127.125	0
132.375	0
137.65	0
142.5	0
146.8	0
152.35	0
157.075	0
162.125	0
166.75	0
171.05	0
176.45	0
181.175	0
186.15	0
190.825	0
195.45	0
199.675	0
205.275	0
210.375	0
214.775	0
219.75	0
224.775	0
229.225	0
234	0
239.275	0
244.65	0
249.125	0
254	0
258.3	0
263.575	0
268.175	0
272.575	0
277.625	0
283	0
288.175	0
292.05	0
297.5	0
303.05	0
307.925	0
312.1	0
317.3	0
322.1	0
326.35	0
331.725	0
336.7	0
341.825	0
345.925	0
351.025	0
355.575	0
361.15	0
366	0
370.725	0
375.775	0
380.5	0
385	0
390.075	0
395.6	0
400.675	0
404.925	0
409.35	0
414.775	0
420.425	0
424.975	0
429.9	0
434.3	0
440.25	0
445.1	0
450.15	0
454.475	0
460.375	0
465.35	0
470.3	0
474.9	0
480.075	0
484.65	0
490.325	0
495.075	0
500.25	0
504.475	0
509.35	0
514.6	0
520.375	0
524.75	0
529.65	0
534.6	0
540.15	0
545.575	0
551.6	0
558.75	0
564.475	0
571.55	0
577.925	0
583.225	0
589.95	0
596.075	0
603.35	0
610.125	0
616.35	0
623.525	0
630.35	0
636.55	0
642.325	0
649.625	0
656.375	0
663.125	0
670	0
676.525	0
682.325	0
689.95	0
697.05	0
703.35	0
709.55	0
717.125	0
723.825	0
731.5	0
739.75	0
747.075	0
751.875	0
759.925	0
767.225	0
774.775	0
780.725	0
787.65	0
793.675	0
800.675	0
808.25	0
814.35	0
821.1	0
828.3	0
835.675	0
841.95	0
848.7	0
855.375	0
862.75	0
874.75	0
883.725	0
893.75	0
902.625	0
911.825	0
921.375	0
929.675	0
938.45	0
948.225	0
957.675	0
967.3	0
976.4	0
987.475	0
996.625	0
