45.487519	6.081170	37.910256	17.093206	31.975190	21.396678	58.804715	32.732084	78.520095	55.412305	71.097127	57.008711	67.547667	40.289858	14.432487	2.670288	20.002133	43.960239	9.734363	34.320807	45.037307	59.542023	50.120177	64.011137	65.901926	18.303085	62.302393	62.807204	51.782991	31.168594	59.726274	32.453038	
49.693006	20.716448	47.765372	16.056578	40.676437	39.489465	45.864360	6.947878	12.017007	21.584291	61.780936	40.377812	17.148617	32.876778	47.521965	47.897011	3.593455	55.835548	66.195047	47.430325	63.671317	67.218718	29.111224	72.745736	31.372970	37.687974	52.944048	8.761386	39.642509	68.966094	46.447392	17.214481	
39.915749	65.962776	12.151889	56.082522	45.418637	45.839773	56.575181	9.216797	22.303883	20.114101	53.665516	28.585232	40.741371	42.798010	22.271891	41.992120	62.976419	69.570034	18.612767	60.604555	62.965230	45.163284	35.059916	47.741969	15.451925	47.152046	51.683747	43.131248	14.809653	50.370003	44.831537	51.485791	
40.775136	40.439358	31.748697	24.160455	49.046829	15.702104	39.564333	63.773291	42.536033	29.741898	0.163525	36.902527	48.878029	28.200866	15.106945	57.764885	47.938965	28.984809	56.326798	54.717595	27.648909	31.685610	43.543845	42.276489	31.687057	44.411710	34.730352	72.696887	75.043976	46.338192	45.367024	34.991440	
34.265506	30.428204	27.363648	71.036346	69.237579	35.991169	55.518567	72.191082	14.297859	37.818926	4.695127	73.407139	26.916348	39.999109	40.032893	37.279351	17.720155	58.370756	67.411117	78.231174	50.494753	53.646544	39.967167	36.754753	25.975885	69.150347	49.317275	5.365521	3.266273	31.726265	18.262960	55.541196	
54.462287	34.090968	56.541604	41.601752	42.205585	43.225842	45.116506	50.376780	69.680384	74.586556	68.379072	36.215739	59.886515	54.639379	72.361013	29.961223	20.582689	46.078230	23.306225	45.911744	55.962665	38.479429	5.884207	35.560842	46.459029	47.133269	49.042730	26.690067	31.364656	13.272318	26.162014	66.054741	
35.134563	59.056517	34.468397	43.793075	31.104793	63.920285	9.999952	62.107397	50.262587	57.124889	52.859404	39.425334	44.579802	56.179702	22.497933	57.369877	66.511330	43.410422	49.712305	41.935081	23.492741	31.126386	23.092576	54.859247	40.028210	43.986548	14.176420	55.181253	47.408567	68.147120	34.136922	60.952461	
55.454046	51.134821	34.693069	10.176344	22.379494	23.650713	1.769239	32.014389	26.456753	45.616065	39.400084	60.108694	40.936710	48.973225	53.481455	38.388587	1.222493	61.085788	54.196172	33.207776	13.594981	19.401038	39.581441	50.036447	31.835714	38.155227	57.006018	22.243925	21.552571	35.126302	44.536966	49.436121	
67.693398	64.974968	28.820976	68.353831	43.752099	63.911844	30.436735	48.422460	36.606799	78.408581	55.465094	77.077164	33.505048	49.053781	51.462351	19.915076	65.582197	77.156989	22.752846	49.363176	33.553963	45.625185	53.481362	9.206922	55.471935	27.623235	11.370722	75.903939	41.831138	30.883477	1.883113	36.298817	
42.604506	12.915196	74.794937	36.869273	37.792555	30.920868	60.378568	50.125256	58.311481	77.427287	49.977874	59.856638	35.853966	19.061125	63.919618	54.261901	25.969275	68.515049	43.004904	23.850306	68.019967	61.206024	13.688994	28.956715	55.524027	37.254206	22.897573	41.131034	36.950213	17.630956	0.213730	60.048105	
33.584148	41.955915	51.299749	40.907475	42.527197	37.980990	57.209811	65.963391	57.343808	18.605775	55.660103	26.532597	10.538114	72.412365	20.888882	21.518811	40.394161	42.569522	48.662308	23.236381	30.007069	47.338508	54.209584	34.911304	64.312203	61.412549	27.521433	55.195613	49.157159	6.660338	40.394924	41.425801	
18.163259	55.834645	49.268880	26.701836	37.922711	64.195594	51.610985	35.075925	61.562338	47.013205	45.179604	59.374584	27.210112	42.702832	65.747971	5.980411	56.359413	36.927854	4.745037	36.497216	60.964716	40.344763	54.846564	31.087181	56.476927	48.317871	44.173587	77.060847	77.548037	56.614190	45.687572	28.584625	
9.684651	74.928278	36.299562	28.475879	2.000224	37.334441	59.980626	53.962720	64.211079	46.128669	47.635775	36.860809	25.940846	33.941126	43.625583	0.118924	45.456748	63.033474	12.190483	67.075021	18.698173	51.321532	3.736754	50.049187	57.778066	19.204051	35.990565	58.710554	56.316528	45.444919	15.912545	55.784753	
68.268291	40.123280	12.100337	54.497063	33.095937	21.425720	68.927787	42.484383	34.057166	39.769705	53.303122	52.041825	62.079506	33.251259	73.919261	32.697707	49.848838	47.415103	6.718044	24.158723	38.105805	27.369395	32.967686	38.108688	60.148577	1.867672	22.268010	38.631980	59.744256	56.520552	74.922723	69.993784	
7.450785	44.994315	1.205011	33.249710	51.888544	27.748184	45.099507	68.224362	20.121810	41.144121	53.025799	78.358705	71.874704	26.048611	30.592688	53.009708	74.878836	39.868339	45.430425	39.029482	14.190127	66.228303	44.344900	75.076226	47.109376	53.685714	19.481289	35.263558	47.602969	20.812850	55.618746	37.540493	
48.458893	23.819310	38.435330	42.535823	55.309260	37.061928	14.930791	73.112070	65.955476	44.587253	16.501735	65.319051	60.368308	68.976606	46.181123	37.290290	31.277341	0.479449	44.058612	53.588831	34.365524	57.089602	42.044075	17.410054	30.087525	55.358384	19.040492	25.193658	14.861474	35.612433	26.740459	38.694832	
62.734880	54.862209	17.665057	35.222259	74.068270	60.113965	31.463311	27.450721	60.882585	21.118301	42.538535	37.664673	36.128088	23.035510	40.867917	43.983700	42.685683	54.521075	55.938719	34.672781	18.762695	27.893788	70.381760	38.708521	41.605902	11.194313	26.245800	63.633438	57.015247	35.236771	42.918864	36.235740	
28.172174	35.496645	48.850240	57.068461	35.775571	4.880240	44.516650	49.268308	9.567348	19.061501	34.685157	32.370903	24.529970	48.741058	66.498864	25.685822	53.303531	14.091894	14.332660	16.065479	38.687956	77.973625	39.768260	37.401529	26.777038	48.536410	16.151279	58.574813	37.740351	39.528150	44.948393	52.185370	
31.034159	68.607144	51.201417	27.035696	77.595038	63.179211	3.269568	57.253539	75.801020	37.727933	60.883412	70.541341	16.836982	38.729077	36.291234	54.304864	4.158507	51.238312	36.081102	78.950153	37.943927	27.857150	79.056579	37.671866	47.840952	18.405026	43.481621	48.171789	28.373954	40.102020	22.253617	37.136089	
78.436846	54.194549	43.128898	38.014195	55.670545	0.645202	34.971172	48.744912	57.724414	8.054205	25.820202	58.611683	59.605886	62.827022	44.281547	67.669554	28.153416	71.042098	46.124911	50.800551	44.555654	42.805071	10.424222	36.021946	7.999932	51.650673	46.909257	65.968035	38.288402	18.304715	61.709842	22.545047	
31.694683	31.567449	30.402947	70.605273	26.474393	59.339721	24.956656	38.533364	6.077347	50.141219	42.027424	35.964409	21.652098	78.894998	18.610241	22.800016	73.454991	6.117755	26.166338	30.784967	42.655999	58.619379	66.195081	24.066004	39.562473	75.901320	64.742314	54.426755	53.727069	51.669309	57.663758	43.501670	
36.835167	17.969468	61.411155	71.912458	0.217488	74.295365	14.757878	40.083955	29.406724	35.795839	33.776888	45.626493	0.100232	49.796414	16.475793	68.655274	68.529475	41.397770	0.158921	7.047894	28.671884	7.015787	57.903185	36.574749	52.317889	77.042302	32.291151	42.067097	59.643440	32.644779	21.653547	36.493826
