28.408923	55.919068	41.596755	42.099300	53.081357	23.733291	72.840215	31.654419	32.632933	61.670251	77.031892	56.319825	45.786274	54.726557	24.199372	58.780223	64.903265	57.992307	32.310989	57.115612	2.451702	45.896358	11.456135	32.457242	35.169748	63.474243	54.384405	8.537890	27.568547	23.983002	68.340612	54.066807	
44.380026	14.171433	49.970793	6.528584	42.145323	26.224171	42.241448	71.132811	18.092509	64.501925	33.236057	33.727455	34.829045	41.197226	60.862883	41.919338	52.988651	7.307964	52.973446	38.644382	56.685988	45.650420	78.039924	13.332238	48.509213	71.512351	10.043528	43.848848	52.300872	22.204081	47.736370	75.121123	
4.834558	39.885482	34.668563	23.595849	42.015281	35.560303	65.650044	29.105525	56.653457	19.912656	37.350753	29.322779	43.850154	63.309075	48.702505	62.521291	46.746314	46.713119	55.182108	54.091787	16.636339	42.711200	53.869381	50.949422	48.808411	41.850491	40.590115	71.636540	42.624160	41.801665	41.252594	28.280154	
38.385821	72.265959	59.902401	27.878632	19.489164	31.992921	38.885985	45.150349	19.013045	45.282192	53.688120	37.082355	14.457139	38.771953	36.068373	42.806934	33.356820	54.909469	40.695602	27.874894	27.943016	4.859738	37.212222	71.128536	22.094528	42.385050	23.621749	30.153061	34.049528	50.867954	2.016812	36.095675	
20.868394	49.210442	55.491593	29.295832	78.526209	67.096118	53.517128	53.399500	55.700781	7.283663	43.962221	30.192643	15.272693	42.612886	77.945483	44.903677	22.117643	40.977535	78.747484	77.211252	15.762239	52.609994	45.275856	27.031174	39.689063	13.317910	39.827103	4.865971	18.811700	60.401946	46.665051	3.290949	
78.866580	42.452525	42.434560	17.519053	53.654626	22.918562	17.925142	1.473160	47.346781	46.791728	52.456118	25.169343	67.842633	4.619155	9.965956	1.833239	67.455870	8.001937	4.995064	35.952350	53.744623	43.229533	17.770062	24.544850	24.238800	55.970988	20.674651	46.925388	47.912828	43.769269	49.603812	43.253785	
67.650387	47.338138	71.166871	16.500051	68.485221	42.686855	62.828824	24.936810	41.017694	39.142747	29.988310	34.451200	25.793329	39.029720	31.814308	26.987867	38.279657	38.383332	59.963350	2.728742	47.877124	34.710545	63.144736	37.234655	25.379620	56.246962	37.066892	77.536447	34.128867	41.205728	66.107350	77.217699	
48.107964	25.003218	16.254759	23.858617	49.789925	36.133067	3.942475	64.659151	32.356936	32.791198	53.239227	78.026576	43.873033	35.826511	28.187139	52.730099	30.785817	61.468524	51.476059	5.324896	52.251783	35.122316	28.000265	52.524360	51.681738	32.662401	39.931098	65.569231	53.677831	3.953905	27.811268	39.488924	
23.134385	30.508498	50.160834	56.138887	35.756145	15.887838	52.399494	71.108637	4.790878	25.736995	3.129100	16.519513	73.972977	35.875865	33.672257	33.337055	35.749435	33.804529	49.369751	28.913996	44.212962	36.544336	61.595875	11.086446	52.566832	54.556717	19.956589	4.280080	11.027041	32.480567	23.451962	27.470738	
49.807370	67.873464	5.286574	31.046405	57.047596	50.520401	58.791401	54.276298	20.164621	58.758087	56.577160	51.499876	20.777345	41.836913	21.808202	27.737085	18.017071	47.358468	30.950238	52.888624	47.238907	20.385451	46.580941	49.675426	34.628675	41.096921	50.187236	41.034738	25.586688	44.197672	76.099542	20.474116	
